,Site,daylight,Depth_Stratum,Deployment,Acc,Acc_ed,Species,Taxa_updated,Length_mm
4351,SOTS,Night,Meso,18,6,6,Themisto spp.,Themisto gaudichaudii,11
4352,SOTS,Night,Meso,18,6,6,Themisto spp.,Themisto gaudichaudii,14
4353,SOTS,Night,Meso,18,6,6,Themisto spp.,Themisto gaudichaudii,10
4354,SOTS,Night,Meso,18,6,6,Themisto spp.,Themisto gaudichaudii,16
4355,SOTS,Night,Meso,18,6,6,Themisto spp.,Themisto gaudichaudii,14
4356,SOTS,Night,Meso,18,6,6,Themisto spp.,Themisto gaudichaudii,16
4357,SOTS,Night,Meso,18,6,6,Themisto spp.,Themisto gaudichaudii,12
4358,SOTS,Night,Meso,18,6,6,Themisto spp.,Themisto gaudichaudii,11
4359,SOTS,Night,Meso,18,6,6,Themisto spp.,Themisto gaudichaudii,10
4360,SOTS,Night,Meso,18,6,6,Themisto spp.,Themisto gaudichaudii,5
4361,SOTS,Night,Meso,18,6,6,Themisto spp.,Themisto gaudichaudii,5
4362,SOTS,Night,Meso,18,6,6,Themisto spp.,Themisto gaudichaudii,6
4728,SOTS,Day,Lmeso,22,7,7,Themisto spp.,Themisto gaudichaudii,8
4729,SOTS,Day,Lmeso,22,7,7,Themisto spp.,Themisto gaudichaudii,9
4730,SOTS,Day,Lmeso,22,7,7,Themisto spp.,Themisto gaudichaudii,12
4731,SOTS,Day,Lmeso,22,7,7,Themisto spp.,Themisto gaudichaudii,9
4732,SOTS,Day,Lmeso,22,7,7,Themisto spp.,Themisto gaudichaudii,8
5493,55S,Day,Epi,23,10,10,Themisto spp.,Themisto gaudichaudii,13
5494,55S,Day,Epi,23,10,10,Themisto spp.,Themisto gaudichaudii,15
5835,55S,Day,Meso,24,2,2,Themisto spp.,Themisto gaudichaudii,8
5836,55S,Day,Meso,24,2,2,Themisto spp.,Themisto gaudichaudii,12
5837,55S,Day,Meso,24,2,2,Themisto spp.,Themisto gaudichaudii,17
5838,55S,Day,Meso,24,2,2,Themisto spp.,Themisto gaudichaudii,12
5839,55S,Day,Meso,24,2,2,Themisto spp.,Themisto gaudichaudii,13
5840,55S,Day,Meso,24,2,2,Themisto spp.,Themisto gaudichaudii,11
5841,55S,Day,Meso,24,2,2,Themisto spp.,Themisto gaudichaudii,13
5842,55S,Day,Meso,24,2,2,Themisto spp.,Themisto gaudichaudii,14
6065,55S,Night,Meso,25,3,3,Themisto spp.,Themisto gaudichaudii,16
6066,55S,Night,Meso,25,3,3,Themisto spp.,Themisto gaudichaudii,17
6067,55S,Night,Meso,25,3,3,Themisto spp.,Themisto gaudichaudii,12
6068,55S,Night,Meso,25,3,3,Themisto spp.,Themisto gaudichaudii,11
6069,55S,Night,Meso,25,3,3,Themisto spp.,Themisto gaudichaudii,12
6070,55S,Night,Meso,25,3,3,Themisto spp.,Themisto gaudichaudii,12
6071,55S,Night,Meso,25,3,3,Themisto spp.,Themisto gaudichaudii,14
6072,55S,Night,Meso,25,3,3,Themisto spp.,Themisto gaudichaudii,6
6073,55S,Night,Meso,25,3,3,Themisto spp.,Themisto gaudichaudii,10
6074,55S,Night,Meso,25,3,3,Themisto spp.,Themisto gaudichaudii,11
6075,55S,Night,Meso,25,3,3,Themisto spp.,Themisto gaudichaudii,11
6597,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,11
6598,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,11
6599,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,12
6600,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,13
6601,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,10
6602,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,10
6603,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,15
6604,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,10
6605,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,10
6606,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,10
6607,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,15
6608,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,10
6609,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,11
6610,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,14
6611,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,10
6612,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,9
6613,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,10
6614,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,12
6615,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,13
6616,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,11
6617,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,6
6618,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,17
6619,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,9
6620,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,8
6621,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,11
6622,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,9
6623,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,13
6624,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,6
6625,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,9
6626,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,10
6627,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,10
6628,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,13
6629,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,12
6630,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,10
6631,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,11
6632,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,10
6633,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,10
6634,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,10
6635,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,13
6636,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,11
6637,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,11
6638,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,12
6639,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,12
6640,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,10
6641,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,11
6642,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,12
6643,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,14
6644,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,8
6645,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,5
6646,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,11
6647,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,9
6648,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,11
6649,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,10
6650,55S,Night,Epi,27,13,13,Themisto spp.,Themisto gaudichaudii,10
7418,55S,Day,Lmeso,28,39,39,Themisto spp.,Themisto gaudichaudii,12
7419,55S,Day,Lmeso,28,39,39,Themisto spp.,Themisto gaudichaudii,12
7420,55S,Day,Lmeso,28,39,39,Themisto spp.,Themisto gaudichaudii,15
7421,55S,Day,Lmeso,28,39,39,Themisto spp.,Themisto gaudichaudii,13
7422,55S,Day,Lmeso,28,39,39,Themisto spp.,Themisto gaudichaudii,11
7423,55S,Day,Lmeso,28,39,39,Themisto spp.,Themisto gaudichaudii,12
7424,55S,Day,Lmeso,28,39,39,Themisto spp.,Themisto gaudichaudii,13
7425,55S,Day,Lmeso,28,39,39,Themisto spp.,Themisto gaudichaudii,14
7426,55S,Day,Lmeso,28,39,39,Themisto spp.,Themisto gaudichaudii,11
7427,55S,Day,Lmeso,28,39,39,Themisto spp.,Themisto gaudichaudii,14
7428,55S,Day,Lmeso,28,39,39,Themisto spp.,Themisto gaudichaudii,10
8302,55S,Night,Lmeso,29,50,50,Themisto spp.,Themisto gaudichaudii,10
8303,55S,Night,Lmeso,29,50,50,Themisto spp.,Themisto gaudichaudii,9
8304,55S,Night,Lmeso,29,50,50,Themisto spp.,Themisto gaudichaudii,9
8305,55S,Night,Lmeso,29,50,50,Themisto spp.,Themisto gaudichaudii,14
8787,55S,Day,Lmeso,30,31,31,Themisto spp.,Themisto gaudichaudii,13
8788,55S,Day,Lmeso,30,31,31,Themisto spp.,Themisto gaudichaudii,14
8789,55S,Day,Lmeso,30,31,31,Themisto spp.,Themisto gaudichaudii,13
9603,55S,Day,Meso,32,2,2,Themisto spp.,Themisto gaudichaudii,14
9604,55S,Day,Meso,32,2,2,Themisto spp.,Themisto gaudichaudii,8
9605,55S,Day,Meso,32,2,2,Themisto spp.,Themisto gaudichaudii,13
9606,55S,Day,Meso,32,2,2,Themisto spp.,Themisto gaudichaudii,12
9607,55S,Day,Meso,32,2,2,Themisto spp.,Themisto gaudichaudii,7
9744,55S,Day,Epi,33,4,4,Themisto spp.,Themisto gaudichaudii,14
9745,55S,Day,Epi,33,4,4,Themisto spp.,Themisto gaudichaudii,11
9746,55S,Day,Epi,33,4,4,Themisto spp.,Themisto gaudichaudii,9
9897,55S,Night,Meso,34,5,5,Themisto spp.,Themisto gaudichaudii,13
9898,55S,Night,Meso,34,5,5,Themisto spp.,Themisto gaudichaudii,16
9899,55S,Night,Meso,34,5,5,Themisto spp.,Themisto gaudichaudii,12
9900,55S,Night,Meso,34,5,5,Themisto spp.,Themisto gaudichaudii,19
9901,55S,Night,Meso,34,5,5,Themisto spp.,Themisto gaudichaudii,11
9902,55S,Night,Meso,34,5,5,Themisto spp.,Themisto gaudichaudii,15
9903,55S,Night,Meso,34,5,5,Themisto spp.,Themisto gaudichaudii,9
9904,55S,Night,Meso,34,5,5,Themisto spp.,Themisto gaudichaudii,10
9905,55S,Night,Meso,34,5,5,Themisto spp.,Themisto gaudichaudii,11
9906,55S,Night,Meso,34,5,5,Themisto spp.,Themisto gaudichaudii,11
9907,55S,Night,Meso,34,5,5,Themisto spp.,Themisto gaudichaudii,14
9908,55S,Night,Meso,34,5,5,Themisto spp.,Themisto gaudichaudii,9
9909,55S,Night,Meso,34,5,5,Themisto spp.,Themisto gaudichaudii,11
9910,55S,Night,Meso,34,5,5,Themisto spp.,Themisto gaudichaudii,11
9911,55S,Night,Meso,34,5,5,Themisto spp.,Themisto gaudichaudii,12
9912,55S,Night,Meso,34,5,5,Themisto spp.,Themisto gaudichaudii,13
9913,55S,Night,Meso,34,5,5,Themisto spp.,Themisto gaudichaudii,12
9914,55S,Night,Meso,34,5,5,Themisto spp.,Themisto gaudichaudii,12
9915,55S,Night,Meso,34,5,5,Themisto spp.,Themisto gaudichaudii,8
9916,55S,Night,Meso,34,5,5,Themisto spp.,Themisto gaudichaudii,11
9917,55S,Night,Meso,34,5,5,Themisto spp.,Themisto gaudichaudii,12
9918,55S,Night,Meso,34,5,5,Themisto spp.,Themisto gaudichaudii,9
9919,55S,Night,Meso,34,5,5,Themisto spp.,Themisto gaudichaudii,11
9920,55S,Night,Meso,34,5,5,Themisto spp.,Themisto gaudichaudii,7
9921,55S,Night,Meso,34,5,5,Themisto spp.,Themisto gaudichaudii,9
9922,55S,Night,Meso,34,5,5,Themisto spp.,Themisto gaudichaudii,4
9923,55S,Night,Meso,34,5,5,Themisto spp.,Themisto gaudichaudii,7
10449,55S,Night,Lmeso,35,22,22,Themisto spp.,Themisto gaudichaudii,12
10450,55S,Night,Lmeso,35,22,22,Themisto spp.,Themisto gaudichaudii,12
10451,55S,Night,Lmeso,35,22,22,Themisto spp.,Themisto gaudichaudii,12
10452,55S,Night,Lmeso,35,22,22,Themisto spp.,Themisto gaudichaudii,15
10453,55S,Night,Lmeso,35,22,22,Themisto spp.,Themisto gaudichaudii,20
10454,55S,Night,Lmeso,35,22,22,Themisto spp.,Themisto gaudichaudii,10
10455,55S,Night,Lmeso,35,22,22,Themisto spp.,Themisto gaudichaudii,10
10456,55S,Night,Lmeso,35,22,22,Themisto spp.,Themisto gaudichaudii,7
10457,55S,Night,Lmeso,35,22,22,Themisto spp.,Themisto gaudichaudii,20
10458,55S,Night,Lmeso,35,22,22,Themisto spp.,Themisto gaudichaudii,15
10459,55S,Night,Lmeso,35,22,22,Themisto spp.,Themisto gaudichaudii,10
11271,55S,Day,Lmeso,36,26,26,Themisto spp.,Themisto gaudichaudii,15
11272,55S,Day,Lmeso,36,26,26,Themisto spp.,Themisto gaudichaudii,17
11273,55S,Day,Lmeso,36,26,26,Themisto spp.,Themisto gaudichaudii,10
11274,55S,Day,Lmeso,36,26,26,Themisto spp.,Themisto gaudichaudii,17
11275,55S,Day,Lmeso,36,26,26,Themisto spp.,Themisto gaudichaudii,12
11276,55S,Day,Lmeso,36,26,26,Themisto spp.,Themisto gaudichaudii,13
11277,55S,Day,Lmeso,36,26,26,Themisto spp.,Themisto gaudichaudii,16
11278,55S,Day,Lmeso,36,26,26,Themisto spp.,Themisto gaudichaudii,12
11279,55S,Day,Lmeso,36,26,26,Themisto spp.,Themisto gaudichaudii,14
14100,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,12
14101,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,15
14102,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,11
14103,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,15
14104,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,14
14105,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,12
14106,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,12
14107,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,11
14108,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,13
14109,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,12
14110,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,10
14111,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,14
14112,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,8
14113,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,12
14114,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,12
14115,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,11
14116,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,13
14117,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,13
14118,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,18
14119,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,4
14120,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,7
14121,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,10
14122,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,9
14123,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,12
14124,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,12
14125,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,11
14126,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,11
14127,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,9
14128,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,5
14696,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,12
14697,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,15
14698,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,11
14699,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,15
14700,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,14
14701,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,12
14702,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,12
14703,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,11
14704,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,13
14705,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,12
14706,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,10
14707,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,14
14708,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,8
14709,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,12
14710,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,12
14711,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,11
14712,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,13
14713,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,13
14714,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,8
14715,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,4
14716,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,7
14717,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,10
14718,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,9
14719,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,12
14720,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,12
14721,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,11
14722,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,11
14723,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,9
14724,58S,Night,Meso,40,3,3,Themisto spp.,Themisto gaudichaudii,5
16061,58S,Night,Lmeso,42,20,20,Themisto spp.,Themisto gaudichaudii,11
16062,58S,Night,Lmeso,42,20,20,Themisto spp.,Themisto gaudichaudii,13
16063,58S,Night,Lmeso,42,20,20,Themisto spp.,Themisto gaudichaudii,15
16064,58S,Night,Lmeso,42,20,20,Themisto spp.,Themisto gaudichaudii,10
16065,58S,Night,Lmeso,42,20,20,Themisto spp.,Themisto gaudichaudii,14
16066,58S,Night,Lmeso,42,20,20,Themisto spp.,Themisto gaudichaudii,14
16067,58S,Night,Lmeso,42,20,20,Themisto spp.,Themisto gaudichaudii,11
16068,58S,Night,Lmeso,42,20,20,Themisto spp.,Themisto gaudichaudii,7
16069,58S,Night,Lmeso,42,20,20,Themisto spp.,Themisto gaudichaudii,13
16070,58S,Night,Lmeso,42,20,20,Themisto spp.,Themisto gaudichaudii,11
16071,58S,Night,Lmeso,42,20,20,Themisto spp.,Themisto gaudichaudii,12
16072,58S,Night,Lmeso,42,20,20,Themisto spp.,Themisto gaudichaudii,13
16073,58S,Night,Lmeso,42,20,20,Themisto spp.,Themisto gaudichaudii,12
16074,58S,Night,Lmeso,42,20,20,Themisto spp.,Themisto gaudichaudii,13
16075,58S,Night,Lmeso,42,20,20,Themisto spp.,Themisto gaudichaudii,7
16076,58S,Night,Lmeso,42,20,20,Themisto spp.,Themisto gaudichaudii,6
16077,58S,Night,Lmeso,42,20,20,Themisto spp.,Themisto gaudichaudii,10
16078,58S,Night,Lmeso,42,20,20,Themisto spp.,Themisto gaudichaudii,8
16079,58S,Night,Lmeso,42,20,20,Themisto spp.,Themisto gaudichaudii,11
16080,58S,Night,Lmeso,42,20,20,Themisto spp.,Themisto gaudichaudii,12
16151,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,20
16152,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,11
16153,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,12
16154,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,11
16155,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,12
16156,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,12
16157,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,11
16158,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,11
16159,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,10
16160,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,12
16161,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,12
16162,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,12
16163,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,14
16164,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,14
16165,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,12
16166,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,13
16167,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,13
16168,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,16
16169,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,12
16170,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,12
16171,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,12
16172,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,12
16173,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,13
16174,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,12
16175,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,11
16176,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,11
16177,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,10
16178,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,11
16179,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,14
16180,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,11
16181,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,13
16182,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,12
16183,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,12
16184,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,11
16185,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,13
16186,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,12
16187,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,11
16188,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,12
16189,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,14
16190,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,13
16191,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,12
16192,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,13
16193,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,10
16194,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,12
16195,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,16
16196,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,15
16197,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,17
16198,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,14
16199,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,12
16200,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,10
16201,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,10
16202,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,11
16203,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,19
16204,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,13
16205,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,12
16206,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,11
16207,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,14
16208,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,14
16209,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,15
16210,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,11
16211,58S,Day,Epi,44,9,9,Themisto spp.,Themisto gaudichaudii,14
17370,58S,Day,Meso,45,20,20,Themisto spp.,Themisto gaudichaudii,9
17371,58S,Day,Meso,45,20,20,Themisto spp.,Themisto gaudichaudii,6
17372,58S,Day,Meso,45,20,20,Themisto spp.,Themisto gaudichaudii,11
17373,58S,Day,Meso,45,20,20,Themisto spp.,Themisto gaudichaudii,6
17374,58S,Day,Meso,45,20,20,Themisto spp.,Themisto gaudichaudii,10
17375,58S,Day,Meso,45,20,20,Themisto spp.,Themisto gaudichaudii,5
17376,58S,Day,Meso,45,20,20,Themisto spp.,Themisto gaudichaudii,6
17377,58S,Day,Meso,45,20,20,Themisto spp.,Themisto gaudichaudii,5
17378,58S,Day,Meso,45,20,20,Themisto spp.,Themisto gaudichaudii,6
17379,58S,Day,Meso,45,20,20,Themisto spp.,Themisto gaudichaudii,6
1951,SOTS,Night,Meso,12,24,24,Themisto spp.,Themisto spp.,15
1952,SOTS,Night,Meso,12,24,24,Themisto spp.,Themisto spp.,16
1953,SOTS,Night,Meso,12,24,24,Themisto spp.,Themisto spp.,21
1954,SOTS,Night,Meso,12,24,24,Themisto spp.,Themisto spp.,15
1955,SOTS,Night,Meso,12,24,24,Themisto spp.,Themisto spp.,12
1956,SOTS,Night,Meso,12,24,24,Themisto spp.,Themisto spp.,6
1957,SOTS,Night,Meso,12,24,24,Themisto spp.,Themisto spp.,10
1958,SOTS,Night,Meso,12,24,24,Themisto spp.,Themisto spp.,9
1959,SOTS,Night,Meso,12,24,24,Themisto spp.,Themisto spp.,7
1960,SOTS,Night,Meso,12,24,24,Themisto spp.,Themisto spp.,6
1961,SOTS,Night,Meso,12,24,24,Themisto spp.,Themisto spp.,5
1962,SOTS,Night,Meso,12,24,24,Themisto spp.,Themisto spp.,9
1963,SOTS,Night,Meso,12,24,24,Themisto spp.,Themisto spp.,5
5172,SOTS,Day,Lmeso,22,36,36,Salpa thompsoni (solitary),Thetys spp.,60
18076,58S,Night,Lmeso,46,53,53,Thysanoeessa macrura,Thysanoessa macrura,17
18077,58S,Night,Lmeso,46,53,53,Thysanoeessa macrura,Thysanoessa macrura,30
18078,58S,Night,Lmeso,46,53,53,Thysanoeessa macrura,Thysanoessa macrura,25
18079,58S,Night,Lmeso,46,53,53,Thysanoeessa macrura,Thysanoessa macrura,17
18080,58S,Night,Lmeso,46,53,53,Thysanoeessa macrura,Thysanoessa macrura,17
18081,58S,Night,Lmeso,46,53,53,Thysanoeessa macrura,Thysanoessa macrura,30
18082,58S,Night,Lmeso,46,53,53,Thysanoeessa macrura,Thysanoessa macrura,27
