,Site,daylight,Depth_Stratum,Deployment,Acc,Acc_ed,Species,Taxa_updated,Length_mm
9829,55S,Day,Epi,33,18,NA,Ihlea sp.,NA,90
9830,55S,Day,Epi,33,18,NA,Ihlea sp.,NA,70
9831,55S,Day,Epi,33,18,NA,Ihlea sp.,NA,70
9832,55S,Day,Epi,33,18,NA,Ihlea sp.,NA,51
5379,SOTS,Day,Lmeso,22,57,NA,Lampanyctus australis,NA,78
5380,SOTS,Day,Lmeso,22,58,NA,Lampanyctus australis,NA,65
5381,SOTS,Day,Lmeso,22,59,NA,Lampanyctus australis,NA,75
5382,SOTS,Day,Lmeso,22,60,NA,Lampanyctus australis,NA,65
4160,SOTS,Night,Epi,17,39,NA,Larval fish,NA,14
4161,SOTS,Night,Epi,17,39,NA,Larval fish,NA,20
4162,SOTS,Night,Epi,17,39,NA,Larval fish,NA,12
4163,SOTS,Night,Epi,17,39,NA,Larval fish,NA,21
4164,SOTS,Night,Epi,17,39,NA,Larval fish,NA,19
4165,SOTS,Night,Epi,17,39,NA,Larval fish,NA,15
4166,SOTS,Night,Epi,17,39,NA,Larval fish,NA,21
4167,SOTS,Night,Epi,17,39,NA,Larval fish,NA,19
4168,SOTS,Night,Epi,17,39,NA,Larval fish,NA,21
4169,SOTS,Night,Epi,17,39,NA,Larval fish,NA,12
4170,SOTS,Night,Epi,17,39,NA,Larval fish,NA,14
4171,SOTS,Night,Epi,17,39,NA,Larval fish,NA,9
4172,SOTS,Night,Epi,17,39,NA,Larval fish,NA,13
4173,SOTS,Night,Epi,17,39,NA,Larval fish,NA,20
4174,SOTS,Night,Epi,17,39,NA,Larval fish,NA,16
4175,SOTS,Night,Epi,17,39,NA,Larval fish,NA,18
4176,SOTS,Night,Epi,17,39,NA,Larval fish,NA,14
4177,SOTS,Night,Epi,17,39,NA,Larval fish,NA,16
4178,SOTS,Night,Epi,17,39,NA,Larval fish,NA,19
4179,SOTS,Night,Epi,17,39,NA,Larval fish,NA,15
4180,SOTS,Night,Epi,17,39,NA,Larval fish,NA,13
4181,SOTS,Night,Epi,17,39,NA,Larval fish,NA,13
4182,SOTS,Night,Epi,17,39,NA,Larval fish,NA,17
4183,SOTS,Night,Epi,17,39,NA,Larval fish,NA,17
4184,SOTS,Night,Epi,17,39,NA,Larval fish,NA,22
4185,SOTS,Night,Epi,17,39,NA,Larval fish,NA,15
4186,SOTS,Night,Epi,17,39,NA,Larval fish,NA,16
4187,SOTS,Night,Epi,17,39,NA,Larval fish,NA,19
4188,SOTS,Night,Epi,17,39,NA,Larval fish,NA,21
4189,SOTS,Night,Epi,17,39,NA,Larval fish,NA,19
4190,SOTS,Night,Epi,17,39,NA,Larval fish,NA,17
4191,SOTS,Night,Epi,17,39,NA,Larval fish,NA,14
4192,SOTS,Night,Epi,17,39,NA,Larval fish,NA,16
4193,SOTS,Night,Epi,17,39,NA,Larval fish,NA,9
4194,SOTS,Night,Epi,17,39,NA,Larval fish,NA,12
4195,SOTS,Night,Epi,17,39,NA,Larval fish,NA,12
4196,SOTS,Night,Epi,17,39,NA,Larval fish,NA,12
4197,SOTS,Night,Epi,17,39,NA,Larval fish,NA,11
4198,SOTS,Night,Epi,17,39,NA,Larval fish,NA,14
4199,SOTS,Night,Epi,17,39,NA,Larval fish,NA,20
4200,SOTS,Night,Epi,17,39,NA,Larval fish,NA,13
4201,SOTS,Night,Epi,17,39,NA,Larval fish,NA,16
4202,SOTS,Night,Epi,17,39,NA,Larval fish,NA,15
4203,SOTS,Night,Epi,17,39,NA,Larval fish,NA,13
4204,SOTS,Night,Epi,17,39,NA,Larval fish,NA,16
4205,SOTS,Night,Epi,17,39,NA,Larval fish,NA,17
4206,SOTS,Night,Epi,17,39,NA,Larval fish,NA,10
4207,SOTS,Night,Epi,17,39,NA,Larval fish,NA,12
4208,SOTS,Night,Epi,17,39,NA,Larval fish,NA,15
4209,SOTS,Night,Epi,17,39,NA,Larval fish,NA,14
4210,SOTS,Night,Epi,17,39,NA,Larval fish,NA,14
4211,SOTS,Night,Epi,17,39,NA,Larval fish,NA,16
4212,SOTS,Night,Epi,17,39,NA,Larval fish,NA,21
4213,SOTS,Night,Epi,17,39,NA,Larval fish,NA,22
4214,SOTS,Night,Epi,17,39,NA,Larval fish,NA,21
4215,SOTS,Night,Epi,17,39,NA,Larval fish,NA,15
4216,SOTS,Night,Epi,17,39,NA,Larval fish,NA,25
4217,SOTS,Night,Epi,17,39,NA,Larval fish,NA,25
4218,SOTS,Night,Epi,17,39,NA,Larval fish,NA,24
4219,SOTS,Night,Epi,17,39,NA,Larval fish,NA,15
598,SOTS,Day,Lmeso,7,25,NA,NA,NA,31
599,SOTS,Day,Lmeso,7,25,NA,NA,NA,55
600,SOTS,Day,Lmeso,7,25,NA,NA,NA,40
601,SOTS,Day,Lmeso,7,25,NA,NA,NA,30
602,SOTS,Day,Lmeso,7,25,NA,NA,NA,52
603,SOTS,Day,Lmeso,7,25,NA,NA,NA,25
604,SOTS,Day,Lmeso,7,25,NA,NA,NA,25
605,SOTS,Day,Lmeso,7,25,NA,NA,NA,16
606,SOTS,Day,Lmeso,7,25,NA,NA,NA,32
607,SOTS,Day,Lmeso,7,25,NA,NA,NA,54
608,SOTS,Day,Lmeso,7,25,NA,NA,NA,40
609,SOTS,Day,Lmeso,7,25,NA,NA,NA,55
610,SOTS,Day,Lmeso,7,25,NA,NA,NA,52
611,SOTS,Day,Lmeso,7,25,NA,NA,NA,47
612,SOTS,Day,Lmeso,7,25,NA,NA,NA,55
613,SOTS,Day,Lmeso,7,25,NA,NA,NA,18
614,SOTS,Day,Lmeso,7,25,NA,NA,NA,25
615,SOTS,Day,Lmeso,7,25,NA,NA,NA,41
616,SOTS,Day,Lmeso,7,25,NA,NA,NA,30
617,SOTS,Day,Lmeso,7,25,NA,NA,NA,56
618,SOTS,Day,Lmeso,7,25,NA,NA,NA,60
619,SOTS,Day,Lmeso,7,25,NA,NA,NA,36
620,SOTS,Day,Lmeso,7,25,NA,NA,NA,20
621,SOTS,Day,Lmeso,7,25,NA,NA,NA,42
622,SOTS,Day,Lmeso,7,25,NA,NA,NA,40
623,SOTS,Day,Lmeso,7,25,NA,NA,NA,34
624,SOTS,Day,Lmeso,7,25,NA,NA,NA,35
625,SOTS,Day,Lmeso,7,25,NA,NA,NA,35
626,SOTS,Day,Lmeso,7,25,NA,NA,NA,50
627,SOTS,Day,Lmeso,7,25,NA,NA,NA,50
628,SOTS,Day,Lmeso,7,25,NA,NA,NA,16
629,SOTS,Day,Lmeso,7,25,NA,NA,NA,31
630,SOTS,Day,Lmeso,7,25,NA,NA,NA,35
631,SOTS,Day,Lmeso,7,25,NA,NA,NA,33
632,SOTS,Day,Lmeso,7,25,NA,NA,NA,41
633,SOTS,Day,Lmeso,7,25,NA,NA,NA,34
634,SOTS,Day,Lmeso,7,25,NA,NA,NA,17
635,SOTS,Day,Lmeso,7,25,NA,NA,NA,52
636,SOTS,Day,Lmeso,7,25,NA,NA,NA,40
637,SOTS,Day,Lmeso,7,25,NA,NA,NA,27
638,SOTS,Day,Lmeso,7,25,NA,NA,NA,42
639,SOTS,Day,Lmeso,7,25,NA,NA,NA,52
640,SOTS,Day,Lmeso,7,25,NA,NA,NA,27
641,SOTS,Day,Lmeso,7,25,NA,NA,NA,48
642,SOTS,Day,Lmeso,7,25,NA,NA,NA,41
643,SOTS,Day,Lmeso,7,25,NA,NA,NA,36
644,SOTS,Day,Lmeso,7,25,NA,NA,NA,25
645,SOTS,Day,Lmeso,7,25,NA,NA,NA,42
646,SOTS,Day,Lmeso,7,25,NA,NA,NA,32
647,SOTS,Day,Lmeso,7,25,NA,NA,NA,36
648,SOTS,Day,Lmeso,7,25,NA,NA,NA,55
649,SOTS,Day,Lmeso,7,25,NA,NA,NA,42
650,SOTS,Day,Lmeso,7,25,NA,NA,NA,28
651,SOTS,Day,Lmeso,7,25,NA,NA,NA,30
652,SOTS,Day,Lmeso,7,25,NA,NA,NA,20
653,SOTS,Day,Lmeso,7,25,NA,NA,NA,35
654,SOTS,Day,Lmeso,7,25,NA,NA,NA,51
655,SOTS,Day,Lmeso,7,25,NA,NA,NA,30
656,SOTS,Day,Lmeso,7,25,NA,NA,NA,28
657,SOTS,Day,Lmeso,7,25,NA,NA,NA,57
658,SOTS,Day,Lmeso,7,25,NA,NA,NA,36
659,SOTS,Day,Lmeso,7,25,NA,NA,NA,51
660,SOTS,Day,Lmeso,7,25,NA,NA,NA,40
661,SOTS,Day,Lmeso,7,25,NA,NA,NA,30
662,SOTS,Day,Lmeso,7,25,NA,NA,NA,15
663,SOTS,Day,Lmeso,7,25,NA,NA,NA,50
664,SOTS,Day,Lmeso,7,25,NA,NA,NA,16
665,SOTS,Day,Lmeso,7,25,NA,NA,NA,30
666,SOTS,Day,Lmeso,7,25,NA,NA,NA,60
667,SOTS,Day,Lmeso,7,25,NA,NA,NA,42
668,SOTS,Day,Lmeso,7,25,NA,NA,NA,53
669,SOTS,Day,Lmeso,7,25,NA,NA,NA,37
670,SOTS,Day,Lmeso,7,25,NA,NA,NA,48
671,SOTS,Day,Lmeso,7,25,NA,NA,NA,41
672,SOTS,Day,Lmeso,7,25,NA,NA,NA,54
673,SOTS,Day,Lmeso,7,25,NA,NA,NA,18
674,SOTS,Day,Lmeso,7,25,NA,NA,NA,48
675,SOTS,Day,Lmeso,7,25,NA,NA,NA,45
676,SOTS,Day,Lmeso,7,25,NA,NA,NA,31
677,SOTS,Day,Lmeso,7,25,NA,NA,NA,35
678,SOTS,Day,Lmeso,7,25,NA,NA,NA,38
679,SOTS,Day,Lmeso,7,25,NA,NA,NA,51
680,SOTS,Day,Lmeso,7,25,NA,NA,NA,50
681,SOTS,Day,Lmeso,7,25,NA,NA,NA,40
682,SOTS,Day,Lmeso,7,25,NA,NA,NA,20
683,SOTS,Day,Lmeso,7,25,NA,NA,NA,52
684,SOTS,Day,Lmeso,7,25,NA,NA,NA,30
685,SOTS,Day,Lmeso,7,25,NA,NA,NA,48
686,SOTS,Day,Lmeso,7,25,NA,NA,NA,51
687,SOTS,Day,Lmeso,7,25,NA,NA,NA,35
688,SOTS,Day,Lmeso,7,25,NA,NA,NA,32
689,SOTS,Day,Lmeso,7,25,NA,NA,NA,30
690,SOTS,Day,Lmeso,7,25,NA,NA,NA,25
691,SOTS,Day,Lmeso,7,25,NA,NA,NA,51
692,SOTS,Day,Lmeso,7,25,NA,NA,NA,20
693,SOTS,Day,Lmeso,7,25,NA,NA,NA,48
694,SOTS,Day,Lmeso,7,25,NA,NA,NA,34
695,SOTS,Day,Lmeso,7,25,NA,NA,NA,32
696,SOTS,Day,Lmeso,7,25,NA,NA,NA,36
150,SOTS,Night,Epi,5,12,NA,Nematoscelis,NA,15
151,SOTS,Night,Epi,5,12,NA,Nematoscelis,NA,16
152,SOTS,Night,Epi,5,12,NA,Nematoscelis,NA,17
153,SOTS,Night,Epi,5,12,NA,Nematoscelis,NA,17
154,SOTS,Night,Epi,5,12,NA,Nematoscelis,NA,15
155,SOTS,Night,Epi,5,12,NA,Nematoscelis,NA,16
156,SOTS,Night,Epi,5,12,NA,Nematoscelis,NA,16
157,SOTS,Night,Epi,5,12,NA,Nematoscelis,NA,15
158,SOTS,Night,Epi,5,12,NA,Nematoscelis,NA,17
159,SOTS,Night,Epi,5,12,NA,Nematoscelis,NA,18
